"idx","full_path","rel_path","top_dir","parent_rel","file_name","stem","ext","size","mtime_utc","sha256","reason_flags","keep_score"
"18666","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\0745QK\J11B.0745.B.815.939","VJMsg\J11B钢管\0745QK\J11B.0745.B.815.939","VJMsg","VJMsg\J11B钢管\0745QK","J11B.0745.B.815.939","J11B.0745.B.815",".939","9045","2021-02-18T02:08:46.0000000Z","AC2E0E6782C48F4033AC3551ADCC6AE3750A60042FC3AFA9B1D7BB5910CAD53D","","39"
"18667","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\0745QK\J11B.0745.B.815.940","VJMsg\J11B钢管\0745QK\J11B.0745.B.815.940","VJMsg","VJMsg\J11B钢管\0745QK","J11B.0745.B.815.940","J11B.0745.B.815",".940","9045","2021-02-18T02:10:16.0000000Z","B2458FBEC839F970F504EEC3B33417989B86BC885F8EB979310E22CDF476919B","","39"
"18668","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\0745QK\J11B.0745.B.815.942","VJMsg\J11B钢管\0745QK\J11B.0745.B.815.942","VJMsg","VJMsg\J11B钢管\0745QK","J11B.0745.B.815.942","J11B.0745.B.815",".942","7245","2021-02-18T02:09:14.0000000Z","D5E905278EBB7CEC4A6A050C0DD53AFBF22C12684B2A2F5CAF5DA43622D7CC82","","39"
"18669","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\0745QK\J11B.0745.B.815.943","VJMsg\J11B钢管\0745QK\J11B.0745.B.815.943","VJMsg","VJMsg\J11B钢管\0745QK","J11B.0745.B.815.943","J11B.0745.B.815",".943","9045","2021-01-27T09:05:56.0000000Z","A0637309C21FEA8D8A3FF1474333A7CAF573145F9ACD8F352D5B0511D992B2D2","","39"
"18670","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\0795.A\J11BS.0795.A.020.908","VJMsg\J11B钢管\0795.A\J11BS.0795.A.020.908","VJMsg","VJMsg\J11B钢管\0795.A","J11BS.0795.A.020.908","J11BS.0795.A.020",".908","9045","2017-03-25T07:28:34.0000000Z","DAF9730BBF7669FC919D2E74105E58848CBCF1C0278EE1A0835AA7AFCE469FFA","","40"
"18671","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\0795.A\J11BS.0795.A.020.912","VJMsg\J11B钢管\0795.A\J11BS.0795.A.020.912","VJMsg","VJMsg\J11B钢管\0795.A","J11BS.0795.A.020.912","J11BS.0795.A.020",".912","9045","2017-10-09T06:09:02.0000000Z","C5B8DFFDBF014251CEC24098BF1B810B9316FB1D52F38B690A66DC2349B4E1E2","","40"
"18672","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\0795.A\J11BS.0795.A.020.918","VJMsg\J11B钢管\0795.A\J11BS.0795.A.020.918","VJMsg","VJMsg\J11B钢管\0795.A","J11BS.0795.A.020.918","J11BS.0795.A.020",".918","9045","2021-02-21T03:25:26.0000000Z","24EFB11EF74FE60F7CB85137E07141E67389760A6876F00FE420BB462050F694","","40"
"18673","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\0795.A\J11BS.0795.A.020.920","VJMsg\J11B钢管\0795.A\J11BS.0795.A.020.920","VJMsg","VJMsg\J11B钢管\0795.A","J11BS.0795.A.020.920","J11BS.0795.A.020",".920","9045","2019-02-21T02:21:22.0000000Z","78CD259F2043F2720FD81A914DCF3FC9B4BDA413E98053B4372D40B00A3CADEB","","40"
"18674","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\0795.A\J11BS.0795.A.020.922","VJMsg\J11B钢管\0795.A\J11BS.0795.A.020.922","VJMsg","VJMsg\J11B钢管\0795.A","J11BS.0795.A.020.922","J11BS.0795.A.020",".922","9045","2017-02-17T02:42:16.0000000Z","590211C6FC4BA69E6CD62D1EF41DE4163C120028D6C00573688B8DAD248A616A","","40"
"18675","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035 - 快捷方式.lnk","VJMsg\J11B钢管\5314.B.035\035 - 快捷方式.lnk","VJMsg","VJMsg\J11B钢管\5314.B.035","035 - 快捷方式.lnk","035 - 快捷方式",".lnk","1306","2024-04-09T06:13:36.0000000Z","E01F38EB8D272EA0CE327EE8D5FB0138BB8DC75025D0534BB79FE5F218667D6C","","38"
"18676","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\710 - 快捷方式.lnk","VJMsg\J11B钢管\5314.B.035\710 - 快捷方式.lnk","VJMsg","VJMsg\J11B钢管\5314.B.035","710 - 快捷方式.lnk","710 - 快捷方式",".lnk","1306","2024-06-20T07:43:56.0000000Z","6F746ED3AD29155C422DAC5E99472D48ABED46EC4F46D3AD1EEFA83922AFECA2","","38"
"18677","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\15","VJMsg\J11B钢管\5314.B.035\035\15","VJMsg","VJMsg\J11B钢管\5314.B.035\035","15","15","","9045","2022-09-12T00:59:34.0000000Z","5AA7A4179F12E8A487F883A5BDA03FF9C2E2DD5E6DA50D57FD14BDB1BE3C2FA5","numeric_name|short_name","280"
"18678","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\16","VJMsg\J11B钢管\5314.B.035\035\16","VJMsg","VJMsg\J11B钢管\5314.B.035\035","16","16","","9045","2022-09-12T00:59:50.0000000Z","8C8F723D6FEFDB0F2554952A735210EC818832226E051E9685B0712619FED1BB","numeric_name|short_name","280"
"18679","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\17","VJMsg\J11B钢管\5314.B.035\035\17","VJMsg","VJMsg\J11B钢管\5314.B.035\035","17","17","","9045","2022-09-12T01:00:06.0000000Z","F34FB8623F293E22F1FE3BA8CE3E1C94A4C6D5145250B5E64B05B6301746BF37","numeric_name|short_name","280"
"18680","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\18","VJMsg\J11B钢管\5314.B.035\035\18","VJMsg","VJMsg\J11B钢管\5314.B.035\035","18","18","","9045","2022-09-12T01:00:34.0000000Z","9488A77D1813B72D219D831FC5F615C2C49F23195238C6A9DC0311A749ECC218","numeric_name|short_name","280"
"18681","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\19","VJMsg\J11B钢管\5314.B.035\035\19","VJMsg","VJMsg\J11B钢管\5314.B.035\035","19","19","","9045","2022-09-12T01:00:50.0000000Z","B148D7442EB16A1D073FF5050446D4CF3B7F7739CA1418CA0BFAA285E6E74A86","numeric_name|short_name","280"
"18682","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\20","VJMsg\J11B钢管\5314.B.035\035\20","VJMsg","VJMsg\J11B钢管\5314.B.035\035","20","20","","9045","2022-09-12T01:49:08.0000000Z","BB72C4FFF326B36C41A7C2FB50C7E282F531AE77A202A29277555B296986E8DE","numeric_name|short_name","280"
"18683","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\21","VJMsg\J11B钢管\5314.B.035\035\21","VJMsg","VJMsg\J11B钢管\5314.B.035\035","21","21","","9045","2022-09-12T01:51:12.0000000Z","962F613E3485AB620C7CD298D8F3AFCD5515038C04D81D7D8EF924C83B399EFB","numeric_name|short_name","280"
"18684","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\22","VJMsg\J11B钢管\5314.B.035\035\22","VJMsg","VJMsg\J11B钢管\5314.B.035\035","22","22","","9045","2022-09-12T01:51:34.0000000Z","E700A09277371B394D969BF8684E20C6116456C797A9D8ED19829D1188555BC9","numeric_name|short_name","280"
"18685","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\23","VJMsg\J11B钢管\5314.B.035\035\23","VJMsg","VJMsg\J11B钢管\5314.B.035\035","23","23","","9045","2022-09-12T01:51:58.0000000Z","D4F0AA3805B5D879F8D67995384D19A9031389AD43A80D436DFCE66972C29002","numeric_name|short_name","280"
"18686","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\24","VJMsg\J11B钢管\5314.B.035\035\24","VJMsg","VJMsg\J11B钢管\5314.B.035\035","24","24","","9045","2022-09-12T01:52:16.0000000Z","270A5C50EFE6131EB6F360C1EBD63BD7FD904D47C6F1542A0BDDA130DA11C3C7","numeric_name|short_name","280"
"18687","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\25","VJMsg\J11B钢管\5314.B.035\035\25","VJMsg","VJMsg\J11B钢管\5314.B.035\035","25","25","","9045","2022-09-12T01:52:36.0000000Z","A5163153BDFBFAE0729E8A6080A3E31F514E4C9EAA9DC60BDC4CCFA50E417E7A","numeric_name|short_name","280"
"18688","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\26","VJMsg\J11B钢管\5314.B.035\035\26","VJMsg","VJMsg\J11B钢管\5314.B.035\035","26","26","","9045","2022-09-12T01:53:02.0000000Z","F165BA158C9B6FC61E32912BD0B422484241283DDD7E30EEC904C2CDA0630AB0","numeric_name|short_name","280"
"18689","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\27","VJMsg\J11B钢管\5314.B.035\035\27","VJMsg","VJMsg\J11B钢管\5314.B.035\035","27","27","","9045","2022-09-12T01:53:24.0000000Z","D0FCC838EC028579D3A5C67EA8B1DBFD7746DA9C98D48D7DC8BAA3DEEE5475C7","numeric_name|short_name","280"
"18690","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\3","VJMsg\J11B钢管\5314.B.035\035\3","VJMsg","VJMsg\J11B钢管\5314.B.035\035","3","3","","9045","2022-09-12T00:55:30.0000000Z","396C32BEB549199B70D0E536D51713669B266FE069D5B55DF52A0F5DF203F4A1","numeric_name|short_name","279"
"18691","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\30","VJMsg\J11B钢管\5314.B.035\035\30","VJMsg","VJMsg\J11B钢管\5314.B.035\035","30","30","","9045","2022-09-12T01:54:50.0000000Z","530BF6523BAB04628F2006ECB031AEB0847A5B1553D8ABB80B4585E26880C7FD","numeric_name|short_name","280"
"18692","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\32","VJMsg\J11B钢管\5314.B.035\035\32","VJMsg","VJMsg\J11B钢管\5314.B.035\035","32","32","","9045","2022-09-12T01:55:48.0000000Z","7AC7557454EA859EA59B7E48F85651053F0E8F6A1CBDC31043226092D730FF8F","numeric_name|short_name","280"
"18693","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\4","VJMsg\J11B钢管\5314.B.035\035\4","VJMsg","VJMsg\J11B钢管\5314.B.035\035","4","4","","9045","2022-09-12T00:55:58.0000000Z","1609C2EBC8C0FB463E4218953F213D2743C8C1C6CB509BA0AAC6680554C48235","numeric_name|short_name","279"
"18694","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\655 - 快捷方式.lnk","VJMsg\J11B钢管\5314.B.035\035\655 - 快捷方式.lnk","VJMsg","VJMsg\J11B钢管\5314.B.035\035","655 - 快捷方式.lnk","655 - 快捷方式",".lnk","1400","2024-04-09T07:26:20.0000000Z","3FF42D5D537C25C82E47FCB735A83A3082608D61D3354B97102B9621419E4689","","42"
"18695","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\710 - 快捷方式.lnk","VJMsg\J11B钢管\5314.B.035\035\710 - 快捷方式.lnk","VJMsg","VJMsg\J11B钢管\5314.B.035\035","710 - 快捷方式.lnk","710 - 快捷方式",".lnk","1400","2024-04-09T07:27:26.0000000Z","BD3C8CBF5A5E84EC5E0FC189A4731C5385B9EAC9EC9764D39042E327F80EC841","","42"
"18696","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\911","VJMsg\J11B钢管\5314.B.035\035\911","VJMsg","VJMsg\J11B钢管\5314.B.035\035","911","911","","9045","2022-09-12T00:57:16.0000000Z","B70263B52F58CD17839FBC961C7E77DDFFD199D9954997F244D2EAED501206BB","numeric_name|short_name","281"
"18697","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\912","VJMsg\J11B钢管\5314.B.035\035\912","VJMsg","VJMsg\J11B钢管\5314.B.035\035","912","912","","9045","2022-09-23T05:31:42.0000000Z","6D6D1702935215D0D9A364201BC4E3F6C5C654F9F3893C43BCF26BD0F16BDCA4","numeric_name|short_name","281"
"18698","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\913","VJMsg\J11B钢管\5314.B.035\035\913","VJMsg","VJMsg\J11B钢管\5314.B.035\035","913","913","","7245","2022-09-12T00:58:40.0000000Z","0367B3675016AAF1F3BA84E43715A6B60573432D9BBF181D7CDEFB31814D9B8C","numeric_name|short_name","281"
"18699","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\914","VJMsg\J11B钢管\5314.B.035\035\914","VJMsg","VJMsg\J11B钢管\5314.B.035\035","914","914","","7245","2022-09-12T00:59:18.0000000Z","699ADF67A4450822EF8D231A55A2C1139EB6597D3D523E414564367584FABDE5","numeric_name|short_name","281"
"18700","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\931","VJMsg\J11B钢管\5314.B.035\035\931","VJMsg","VJMsg\J11B钢管\5314.B.035\035","931","931","","9045","2022-09-23T05:15:14.0000000Z","2C6CA00B796D4C42A637158D8BAA51A3A1B4B7D92B4F723186C80BA322807B7D","numeric_name|short_name","281"
"18701","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\937  2","VJMsg\J11B钢管\5314.B.035\035\937  2","VJMsg","VJMsg\J11B钢管\5314.B.035\035","937  2","937  2","","9045","2022-09-23T05:11:10.0000000Z","A6C4320E369D357E21861AC96C2D848BA11957AA042157E293DC66A0AA6D5CE6","","34"
"18702","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\11","VJMsg\J11B钢管\5314.B.035\035\220\11","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","11","11","","9045","2022-09-13T01:13:34.0000000Z","ED9E3053054071C2704788F61E992596111CDCCA8A47D0692260B23C031FC0C3","numeric_name|short_name","284"
"18703","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\12","VJMsg\J11B钢管\5314.B.035\035\220\12","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","12","12","","9045","2022-09-23T07:34:14.0000000Z","143EFE1ABDD11F5D0F6079E47335FC241618D64DAF81559E9B1A91590C02A2C8","numeric_name|short_name","284"
"18704","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\15","VJMsg\J11B钢管\5314.B.035\035\220\15","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","15","15","","5445","2023-09-23T02:27:06.0000000Z","067076F41058184D31CF0FB57E7AEB3725A23443C4122F642723A2A2E5D37725","numeric_name|short_name","284"
"18705","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\18","VJMsg\J11B钢管\5314.B.035\035\220\18","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","18","18","","9045","2022-10-10T02:58:02.0000000Z","5B1E5D00573231EE80027D5D36D03DF23AF6CD68C6786C40FFF015AB94C60283","numeric_name|short_name","284"
"18706","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\2","VJMsg\J11B钢管\5314.B.035\035\220\2","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","2","2","","9045","2022-09-13T01:14:46.0000000Z","0ED187F3329F261F313A67BAB9093B9E819B8C20B8D8B16973F23AA97DE3B483","numeric_name|short_name","283"
"18707","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\20","VJMsg\J11B钢管\5314.B.035\035\220\20","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","20","20","","5445","2023-09-23T02:23:40.0000000Z","42FFCCC3263C0F6BE011FF134146E16D509B482841830D2B4645AB131539153E","numeric_name|short_name","284"
"18708","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\21","VJMsg\J11B钢管\5314.B.035\035\220\21","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","21","21","","9045","2022-09-12T03:35:24.0000000Z","689A89612C16ADB3C94D39F8DB469748A5223D81C55653C3938E184F4951350B","numeric_name|short_name","284"
"18709","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\220.961","VJMsg\J11B钢管\5314.B.035\035\220\220.961","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","220.961","220",".961","5445","2023-11-25T05:35:48.0000000Z","92B8E8E4B2FADD8C7791BE5A026ECB2FCFDBE14C3B5DF44316A48994D536297E","","39"
"18710","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\220.965","VJMsg\J11B钢管\5314.B.035\035\220\220.965","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","220.965","220",".965","5445","2023-11-25T05:37:44.0000000Z","524F9FE18B0D59D43AAFE35011140F7DD1426C6EBF45504FB93C3B1E0EEDB21F","","39"
"18711","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\24","VJMsg\J11B钢管\5314.B.035\035\220\24","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","24","24","","9045","2022-09-12T03:35:06.0000000Z","35B051D2F783D4DC3CB2588759C61965168A752C68FE5A05340395A239180860","numeric_name|short_name","284"
"18712","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\25","VJMsg\J11B钢管\5314.B.035\035\220\25","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","25","25","","9045","2022-09-12T03:34:48.0000000Z","275E96C91179557DE2A3CB4FAC71C6BEB947C5D381E48C4B368A82D0C1D91E6F","numeric_name|short_name","284"
"18713","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\26","VJMsg\J11B钢管\5314.B.035\035\220\26","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","26","26","","5445","2023-09-23T02:28:12.0000000Z","0B9679355072D180DD3833D55D59AF117D6DBE1779A30F7D39CFB473B4447769","numeric_name|short_name","284"
"18714","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\27","VJMsg\J11B钢管\5314.B.035\035\220\27","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","27","27","","9045","2022-09-12T03:34:14.0000000Z","8C791474FB60EC6D784F914BB7A897EB5918C3AD993BDC4DD0D2C2593B3BDCD0","numeric_name|short_name","284"
"18715","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\3","VJMsg\J11B钢管\5314.B.035\035\220\3","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","3","3","","9045","2022-10-10T05:54:44.0000000Z","E27FADBA949CE44B44E96CEA5C17AFD60C4D6DF27A91709F71E5FF0D8EC72D96","numeric_name|short_name","283"
"18716","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\37","VJMsg\J11B钢管\5314.B.035\035\220\37","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","37","37","","9045","2022-09-12T03:33:54.0000000Z","3D0EB9FD0044282E52224792B0135257C7CB3A0B9BBE659B0102D73EA9F97110","numeric_name|short_name","284"
"18717","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\38","VJMsg\J11B钢管\5314.B.035\035\220\38","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","38","38","","9045","2022-09-12T03:32:02.0000000Z","0627CB248A5DBE58540C7167AF1A9DE1615367758660C8799392AA492DBDFDFB","numeric_name|short_name","284"
"18718","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\4","VJMsg\J11B钢管\5314.B.035\035\220\4","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","4","4","","9045","2022-09-23T07:11:56.0000000Z","336B67C6D8D35C8D977DBE53C9E52E58705FE9A7A6337BA1EBCD2FDA4DDFD44E","numeric_name|short_name","283"
"18719","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\41","VJMsg\J11B钢管\5314.B.035\035\220\41","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","41","41","","9045","2022-09-12T03:29:24.0000000Z","4EF32575D1543C23B275B2F1187E1F093CE6899214AA9E873C22A8485E3CF168","numeric_name|short_name","284"
"18720","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\42","VJMsg\J11B钢管\5314.B.035\035\220\42","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","42","42","","9045","2022-09-12T03:29:12.0000000Z","38FFBD1DF5514F734D0EA88E51ED368397D8056B4D5D603ABFE04FB088252DA1","numeric_name|short_name","284"
"18721","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\43","VJMsg\J11B钢管\5314.B.035\035\220\43","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","43","43","","5445","2023-09-23T02:27:44.0000000Z","0EBBB081FA7F0BB97010FD40130FFAAB5EC9EA3733337DEC417016AAE0795377","numeric_name|short_name","284"
"18722","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\44","VJMsg\J11B钢管\5314.B.035\035\220\44","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","44","44","","5445","2023-09-23T02:22:50.0000000Z","DAF3A90B23A30A55A8D3B09414D18D6274B23096BD87D0702739B1329B6BCD32","numeric_name|short_name","284"
"18723","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\47","VJMsg\J11B钢管\5314.B.035\035\220\47","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","47","47","","9045","2022-09-12T03:28:14.0000000Z","24E33B4267B084A2F75605C292AC1E55B618EB7A41EF4F5A203B2E25D1BA19DE","numeric_name|short_name","284"
"18724","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\5","VJMsg\J11B钢管\5314.B.035\035\220\5","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","5","5","","9045","2022-09-23T09:42:22.0000000Z","91B56BA741425158908083612890F512DB328B974D28DC6163C882FE87E61DC7","numeric_name|short_name","283"
"18725","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\55","VJMsg\J11B钢管\5314.B.035\035\220\55","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","55","55","","5445","2023-09-23T02:23:18.0000000Z","95D06CF6E399F7265060193FBE9DE38AF6DB9D55DF596973BB580B35C2ECEAD3","numeric_name|short_name","284"
"18726","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\56","VJMsg\J11B钢管\5314.B.035\035\220\56","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","56","56","","9045","2022-09-12T03:27:44.0000000Z","047E57B9C8AC36FE41FEFD7E981CD0999678DF6D477FE3747EF06BB749DE784E","numeric_name|short_name","284"
"18727","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\57","VJMsg\J11B钢管\5314.B.035\035\220\57","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","57","57","","5445","2023-12-06T07:12:18.0000000Z","EFC4258C32EC109C430DA3198F85C1F0519A5F141AA8350179D27E29AE1ABFB1","numeric_name|short_name","284"
"18728","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\58","VJMsg\J11B钢管\5314.B.035\035\220\58","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","58","58","","9045","2022-09-12T03:27:14.0000000Z","513F0D7701A07E16DCEE59C6245738383013EDA9969BF8661C7814B1D3176C36","numeric_name|short_name","284"
"18729","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\6","VJMsg\J11B钢管\5314.B.035\035\220\6","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","6","6","","9045","2022-09-23T09:43:00.0000000Z","7F526DB0B5794072A5C21A4EDFB21240DE0831E7076649B19F174CB562D0C6FA","numeric_name|short_name","283"
"18730","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\60","VJMsg\J11B钢管\5314.B.035\035\220\60","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","60","60","","9045","2022-09-12T03:27:02.0000000Z","5932DB130B802C9EF3AA4832230937266C5A4055E1289FC39809E698FC40A39A","numeric_name|short_name","284"
"18731","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\61","VJMsg\J11B钢管\5314.B.035\035\220\61","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","61","61","","9045","2022-09-12T03:26:48.0000000Z","C1F21A733C8DE4CF5286F89E3DCCE616A989927BE9B1EDDB83A8B8837662989A","numeric_name|short_name","284"
"18732","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\62","VJMsg\J11B钢管\5314.B.035\035\220\62","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","62","62","","9045","2022-09-12T03:26:36.0000000Z","1923FE1BCDA7023A410A1F3E3D19C8279B426624D472DD719C8AAD949DF16DD9","numeric_name|short_name","284"
"18733","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\63","VJMsg\J11B钢管\5314.B.035\035\220\63","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","63","63","","9045","2022-09-23T09:30:22.0000000Z","25F6ED3B418A22890550D892761DDD3B438838B70C48FE878E8AAA5812684769","numeric_name|short_name","284"
"18734","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\VJMsg\J11B钢管\5314.B.035\035\220\65","VJMsg\J11B钢管\5314.B.035\035\220\65","VJMsg","VJMsg\J11B钢管\5314.B.035\035\220","65","65","","9045","2022-09-12T03:26:04.0000000Z","8F2B883B731F6A6BB28922229F98C409A60232B127FEFA34B7288BC2AF355FBE","numeric_name|short_name","284"
