"idx","full_path","rel_path","top_dir","parent_rel","file_name","stem","ext","size","mtime_utc","sha256","reason_flags","keep_score"
"2095","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\QL\蓝黑\新建文件夹\J16.5324.A.220.927","J16\QL\蓝黑\新建文件夹\J16.5324.A.220.927","J16","J16\QL\蓝黑\新建文件夹","J16.5324.A.220.927","J16.5324.A.220",".927","7245","2021-03-03T06:21:14.0000000Z","0F578BDFEFCD8147D195A4287D3929D4492A36E395860F0EE92AEBCEEA2E6B0F","generic_dir","1034"
"2096","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\QL\蓝黑\新建文件夹\J16.5324.A.220.931","J16\QL\蓝黑\新建文件夹\J16.5324.A.220.931","J16","J16\QL\蓝黑\新建文件夹","J16.5324.A.220.931","J16.5324.A.220",".931","7245","2021-03-03T06:22:06.0000000Z","417B9501552DD688FE56B95CCAEAF0A221C8163827DD1BA9EA3E0DCB05302F07","generic_dir","1034"
"2097","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\QL\蓝黑\新建文件夹\J16.5324.A.220.935","J16\QL\蓝黑\新建文件夹\J16.5324.A.220.935","J16","J16\QL\蓝黑\新建文件夹","J16.5324.A.220.935","J16.5324.A.220",".935","7245","2021-03-03T06:23:00.0000000Z","81BB536D8DFE4358AB04356218AE6509E87EEEB92CC47672ABA6E56FC20B4FAA","generic_dir","1034"
"2098","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\QL\蓝黑\新建文件夹\J16.5324.A.220.939","J16\QL\蓝黑\新建文件夹\J16.5324.A.220.939","J16","J16\QL\蓝黑\新建文件夹","J16.5324.A.220.939","J16.5324.A.220",".939","7245","2021-03-03T06:23:28.0000000Z","E6CFE7759B1DC1C1B2127FC7DA2D4ACA5C8B8D8726B63C46ADAA15A02BEF886B","generic_dir","1034"
"2099","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\QL\蓝黑\新建文件夹\J16.5324.A.225.907","J16\QL\蓝黑\新建文件夹\J16.5324.A.225.907","J16","J16\QL\蓝黑\新建文件夹","J16.5324.A.225.907","J16.5324.A.225",".907","7245","2021-03-03T06:58:52.0000000Z","B80C06E1A960A4221099A13940663BE913E661258F6A58F1BF444B69EEDB65FE","generic_dir","1034"
"2100","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\QL\蓝黑\新建文件夹\J16.5324.A.225.917","J16\QL\蓝黑\新建文件夹\J16.5324.A.225.917","J16","J16\QL\蓝黑\新建文件夹","J16.5324.A.225.917","J16.5324.A.225",".917","7245","2021-03-03T06:30:22.0000000Z","541F1A2509CF279648DCCAC5F70AD523CFF2268E736B43BF1037FC429742809A","generic_dir","1034"
"2101","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\QL\蓝黑\新建文件夹\J16.5324.A.445.902","J16\QL\蓝黑\新建文件夹\J16.5324.A.445.902","J16","J16\QL\蓝黑\新建文件夹","J16.5324.A.445.902","J16.5324.A.445",".902","7245","2021-03-03T05:38:18.0000000Z","5549979D0B446920322D5F5E5FF9F75E7060A33E07E5D7484C5E0E3E6AE14EE7","generic_dir","1034"
"2102","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\THJ\J16.4930.A.015.000","J16\THJ\J16.4930.A.015.000","J16","J16\THJ","J16.4930.A.015.000","J16.4930.A.015",".000","7245","2022-10-20T06:29:10.0000000Z","4FA98C4E7CB26262C34CE1D89918F835496DF838A51BA4F454D96074F5442023","","26"
"2103","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\THJ\J16.4930.A.020.000","J16\THJ\J16.4930.A.020.000","J16","J16\THJ","J16.4930.A.020.000","J16.4930.A.020",".000","7245","2022-10-20T06:28:04.0000000Z","75599F5D78041DFE2BEB02377A25A95E46E27C28A4C23EC2EAF406AAFD59E21A","","26"
"2104","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\THJ\J16.5002.A.050.000","J16\THJ\J16.5002.A.050.000","J16","J16\THJ","J16.5002.A.050.000","J16.5002.A.050",".000","7245","2023-12-12T06:42:58.0000000Z","E84B25F3A914133D58D56B23E43544AAFB5C43B653A71784BF8E007D3AB2A3A8","","26"
"2105","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\THJ\J16.5002.A.170.000","J16\THJ\J16.5002.A.170.000","J16","J16\THJ","J16.5002.A.170.000","J16.5002.A.170",".000","5445","2024-02-23T05:50:46.0000000Z","72673EC143D8B38C5E2D0955C5AAF7484985FB9D421F4D3809FC4AE7A6EDD43B","","26"
"2106","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\THJ\J16.5101.A.870.901","J16\THJ\J16.5101.A.870.901","J16","J16\THJ","J16.5101.A.870.901","J16.5101.A.870",".901","5445","2023-12-12T06:59:16.0000000Z","FC584C4F527CE20156427EE6FE8463B3BA1853EB01B3C9708C3AB8E5D029C6D6","","26"
"2107","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\THJ\J16.5101.A.870.903","J16\THJ\J16.5101.A.870.903","J16","J16\THJ","J16.5101.A.870.903","J16.5101.A.870",".903","5445","2024-02-21T03:35:20.0000000Z","B0B66CA367AA3BECA4E7A86561BAB829DA91757EB206C8303D15358D75E3A743","","26"
"2108","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\THJ\J16.6400.A.015.000","J16\THJ\J16.6400.A.015.000","J16","J16\THJ","J16.6400.A.015.000","J16.6400.A.015",".000","7245","2023-12-12T06:53:38.0000000Z","0DCBD4C5503097FA2175D3F64E4E3A3599F37E4F09F33309A7F089075012BE71","","26"
"2109","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\THJ\J16.6500.A.830.000","J16\THJ\J16.6500.A.830.000","J16","J16\THJ","J16.6500.A.830.000","J16.6500.A.830",".000","7245","2022-10-20T06:19:20.0000000Z","63DF89FC1C2E730E03CEEB1DCB0A6E1889A6E5DE573365969669C7973C4916D8","","26"
"2110","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\THJ\J16.6800.A.040.000","J16\THJ\J16.6800.A.040.000","J16","J16\THJ","J16.6800.A.040.000","J16.6800.A.040",".000","7245","2022-10-20T06:20:38.0000000Z","BCB037B105EA2E9347A14FF705BEA95FD142E135901988C023FA99AC160EB8FA","","26"
"2111","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\J16.7602.A.090.000KA.000","J16\ZG\J16.7602.A.090.000KA.000","J16","J16\ZG","J16.7602.A.090.000KA.000","J16.7602.A.090.000KA",".000","7245","2024-05-27T02:47:02.0000000Z","094FAEC4BE59EF4ECD8AA2A574853532B705F4150D369BFC72009ED92A00751A","","31"
"2112","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\J16.7602.A.105.000KA","J16\ZG\J16.7602.A.105.000KA","J16","J16\ZG","J16.7602.A.105.000KA","J16.7602.A.105",".000KA","7245","2024-05-27T02:46:48.0000000Z","A0E8E589CB64ED051320FC5D10B257306507F13C6C0ACFF51D0A7D0A1195DE5B","","27"
"2113","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\295.916","J16\ZG\0740蓝\295.916","J16","J16\ZG\0740蓝","295.916","295",".916","5445","2024-01-18T01:18:38.0000000Z","787BC1ACB532B94C90F9AD248AB63553780BA3E12B7DBF832C3EA9358841045C","","20"
"2114","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.903","J16\ZG\0740蓝\J16.0740.A.295.903","J16","J16\ZG\0740蓝","J16.0740.A.295.903","J16.0740.A.295",".903","7245","2021-02-28T01:21:00.0000000Z","875A7A79EEEF5A4C3D13BD8DD5A7E1C3A624A762E0EDE024CAA75FA1CC618F08","","31"
"2115","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.904","J16\ZG\0740蓝\J16.0740.A.295.904","J16","J16\ZG\0740蓝","J16.0740.A.295.904","J16.0740.A.295",".904","7245","2021-02-28T01:21:22.0000000Z","AB64A236EC5F167DB02182B9D57BC449E886567DEE8904749946C3981529AC93","","31"
"2116","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.905","J16\ZG\0740蓝\J16.0740.A.295.905","J16","J16\ZG\0740蓝","J16.0740.A.295.905","J16.0740.A.295",".905","7245","2021-02-28T01:21:48.0000000Z","C6E96CC5419971F08377EFA8F88296A183A76AE6C68A4E4A6F0B346ECCBFBDD8","","31"
"2117","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.906","J16\ZG\0740蓝\J16.0740.A.295.906","J16","J16\ZG\0740蓝","J16.0740.A.295.906","J16.0740.A.295",".906","7245","2021-02-28T01:22:22.0000000Z","88A79F291B09B6D9F938319B2E7C696168DABADFADBA52AC436E5746E8FBE186","","31"
"2118","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.908","J16\ZG\0740蓝\J16.0740.A.295.908","J16","J16\ZG\0740蓝","J16.0740.A.295.908","J16.0740.A.295",".908","7245","2021-03-06T02:20:10.0000000Z","278FEA530F07CA20B76A87FE515C527E6D736F462C1023EBC245AF8DEF1ED626","","31"
"2119","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.909","J16\ZG\0740蓝\J16.0740.A.295.909","J16","J16\ZG\0740蓝","J16.0740.A.295.909","J16.0740.A.295",".909","7245","2021-03-06T02:10:36.0000000Z","A8C97E9898450BF1388B86A9BC447AE9A9AFF966975DF0DE2A7132598CE4BC1A","","31"
"2120","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.913","J16\ZG\0740蓝\J16.0740.A.295.913","J16","J16\ZG\0740蓝","J16.0740.A.295.913","J16.0740.A.295",".913","7245","2021-03-06T02:20:22.0000000Z","E351B7D544274404332578E2E6E5FE7588F31C1E8EB16A88BE690B15E08D9C96","","31"
"2121","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.914","J16\ZG\0740蓝\J16.0740.A.295.914","J16","J16\ZG\0740蓝","J16.0740.A.295.914","J16.0740.A.295",".914","7245","2021-03-06T02:20:50.0000000Z","F820708A4AA2CE1B39CE0E599ECFC4428F240DF65FC8980715C0BF3D0A43DC7E","","31"
"2122","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.915","J16\ZG\0740蓝\J16.0740.A.295.915","J16","J16\ZG\0740蓝","J16.0740.A.295.915","J16.0740.A.295",".915","7245","2021-03-06T02:21:16.0000000Z","84DE54E6D009280C7A6442F6B1070166E115E7D82ECA3192F28A8FFDB411120A","","31"
"2123","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.916","J16\ZG\0740蓝\J16.0740.A.295.916","J16","J16\ZG\0740蓝","J16.0740.A.295.916","J16.0740.A.295",".916","5445","2024-01-18T01:18:16.0000000Z","787BC1ACB532B94C90F9AD248AB63553780BA3E12B7DBF832C3EA9358841045C","","31"
"2124","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.918","J16\ZG\0740蓝\J16.0740.A.295.918","J16","J16\ZG\0740蓝","J16.0740.A.295.918","J16.0740.A.295",".918","7245","2021-03-06T02:40:46.0000000Z","A15D23A44C3B3C6FA465CCD1020A879FF7EC3064A3FBDD31C02E1D67EEF37B63","","31"
"2125","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.920","J16\ZG\0740蓝\J16.0740.A.295.920","J16","J16\ZG\0740蓝","J16.0740.A.295.920","J16.0740.A.295",".920","7245","2021-03-06T02:21:28.0000000Z","724C335BDE362571ABEEE77D44C38911297F41DF939402B29156BE31AE4903D6","","31"
"2126","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.923","J16\ZG\0740蓝\J16.0740.A.295.923","J16","J16\ZG\0740蓝","J16.0740.A.295.923","J16.0740.A.295",".923","7245","2021-03-06T02:11:46.0000000Z","F1E49CEF49383745024BCE6C404C7B9F15EBAA165B4F105532697510A776AE64","","31"
"2127","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.924","J16\ZG\0740蓝\J16.0740.A.295.924","J16","J16\ZG\0740蓝","J16.0740.A.295.924","J16.0740.A.295",".924","7245","2021-03-06T02:21:52.0000000Z","57E748D684CD92DD6690DD04FC19C927868184BB92873957B91FD98D2865693D","","31"
"2128","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.928","J16\ZG\0740蓝\J16.0740.A.295.928","J16","J16\ZG\0740蓝","J16.0740.A.295.928","J16.0740.A.295",".928","7245","2021-03-06T02:14:16.0000000Z","9268B2E91E5607D070BB0AF84EEAB0ABB8D26D023E3E457ED316B45BC3546037","","31"
"2129","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.930","J16\ZG\0740蓝\J16.0740.A.295.930","J16","J16\ZG\0740蓝","J16.0740.A.295.930","J16.0740.A.295",".930","7245","2021-03-06T02:22:04.0000000Z","0CA06562F112C065606A0841D6929763B0121325676229284ED8D1364A00A06E","","31"
"2130","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.938","J16\ZG\0740蓝\J16.0740.A.295.938","J16","J16\ZG\0740蓝","J16.0740.A.295.938","J16.0740.A.295",".938","7245","2021-03-06T02:14:48.0000000Z","00D1623C23E9B1EA058EABDDED267E88E7E1771CAAFC650936DBA3785BF99873","","31"
"2131","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.939","J16\ZG\0740蓝\J16.0740.A.295.939","J16","J16\ZG\0740蓝","J16.0740.A.295.939","J16.0740.A.295",".939","7245","2021-03-06T02:15:08.0000000Z","C605170FF7621BD3B2FD161B8DCB5287E055877495429C5B22F071F9ED6E62EE","","31"
"2132","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.943","J16\ZG\0740蓝\J16.0740.A.295.943","J16","J16\ZG\0740蓝","J16.0740.A.295.943","J16.0740.A.295",".943","7245","2021-06-01T06:08:32.0000000Z","4DC2595760A2B96E0C905356CC90E5AA4684966E0C54F90B7FD7D47B28E3944E","","31"
"2133","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.944","J16\ZG\0740蓝\J16.0740.A.295.944","J16","J16\ZG\0740蓝","J16.0740.A.295.944","J16.0740.A.295",".944","7245","2021-06-01T06:09:48.0000000Z","20634EAE8AD114AECA4DE532AE584F16FE36FE4F271C6CA8C227DFF997358DB6","","31"
"2134","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.945","J16\ZG\0740蓝\J16.0740.A.295.945","J16","J16\ZG\0740蓝","J16.0740.A.295.945","J16.0740.A.295",".945","7245","2021-06-01T06:10:40.0000000Z","82390115B1146519AED7DC52D5825A7F91016B5B2637C96CB6A88DCD7C9555D9","","31"
"2135","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.946","J16\ZG\0740蓝\J16.0740.A.295.946","J16","J16\ZG\0740蓝","J16.0740.A.295.946","J16.0740.A.295",".946","7245","2021-06-01T06:10:18.0000000Z","7C93D8C100D9EBDD01799F4C1B1A1C3CC1FC9B33385E2553B792572A16144742","","31"
"2136","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.954","J16\ZG\0740蓝\J16.0740.A.295.954","J16","J16\ZG\0740蓝","J16.0740.A.295.954","J16.0740.A.295",".954","7245","2021-03-06T02:23:04.0000000Z","2D5331DD481E2A54269CA606997D3591CC5C7732B32D1C60E9373CCFB64031FA","","31"
"2137","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.973","J16\ZG\0740蓝\J16.0740.A.295.973","J16","J16\ZG\0740蓝","J16.0740.A.295.973","J16.0740.A.295",".973","5445","2024-01-18T01:19:04.0000000Z","FB3C179FC3E4ACC806DD4E0D954D2D4D3450B2C79BB330C29F90177692C16C00","","31"
"2138","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.982","J16\ZG\0740蓝\J16.0740.A.295.982","J16","J16\ZG\0740蓝","J16.0740.A.295.982","J16.0740.A.295",".982","7245","2021-06-01T06:09:06.0000000Z","A78241E38968E23437EF41E66BAB7B269569954D8F32007B6A39B2519F3EB649","","31"
"2139","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\J16.0740.A.295.993","J16\ZG\0740蓝\J16.0740.A.295.993","J16","J16\ZG\0740蓝","J16.0740.A.295.993","J16.0740.A.295",".993","7245","2021-03-06T02:31:08.0000000Z","E958D2A95BC0A017F70B5926459F3427B953A9873BF2574505EE82FED7B739A7","","31"
"2140","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\1\J16.0740.A.295.921","J16\ZG\0740蓝\1\J16.0740.A.295.921","J16","J16\ZG\0740蓝\1","J16.0740.A.295.921","J16.0740.A.295",".921","5445","2024-01-18T02:05:38.0000000Z","8AFF1A2ED68182211AE442DA952C84F12C277BC28F72922D6349CE78F1D3F82C","","33"
"2141","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\1\J16.0740.A.295.931","J16\ZG\0740蓝\1\J16.0740.A.295.931","J16","J16\ZG\0740蓝\1","J16.0740.A.295.931","J16.0740.A.295",".931","7245","2021-03-06T02:12:42.0000000Z","38300EAF1678AC1C1B9F07F7C30B4F82CC5FF11B09B480B615E276EBBD182223","","33"
"2142","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\1\J16.0740.A.295.941","J16\ZG\0740蓝\1\J16.0740.A.295.941","J16","J16\ZG\0740蓝\1","J16.0740.A.295.941","J16.0740.A.295",".941","7245","2021-03-06T02:15:22.0000000Z","A14F1AB5957C27C581ADACAD1B5B5A87B9DB132CCFF603B326D9D229EB1E47CF","","33"
"2143","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\1\J16.0740.A.295.991","J16\ZG\0740蓝\1\J16.0740.A.295.991","J16","J16\ZG\0740蓝\1","J16.0740.A.295.991","J16.0740.A.295",".991","5445","2024-01-18T01:19:24.0000000Z","FBD801C567F5A008CBA1D7F44559E635523C91C8A41B6C986BDE1F05FBD3CF06","","33"
"2144","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\7\J16.0740.A.295.907","J16\ZG\0740蓝\7\J16.0740.A.295.907","J16","J16\ZG\0740蓝\7","J16.0740.A.295.907","J16.0740.A.295",".907","7245","2021-03-06T02:19:58.0000000Z","D95E86F7BC930F7ACAFFCBC9D29E655A15E5B04A24C9F954ED6F04D6A3D1FE7D","","33"
"2145","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\7\J16.0740.A.295.917","J16\ZG\0740蓝\7\J16.0740.A.295.917","J16","J16\ZG\0740蓝\7","J16.0740.A.295.917","J16.0740.A.295",".917","7245","2021-03-06T02:40:28.0000000Z","F6B4B5CAF6394B547C83AA221E1ECFD57E61C20B955D1370CB10DAA2880282D8","","33"
"2146","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\7\J16.0740.A.295.927","J16\ZG\0740蓝\7\J16.0740.A.295.927","J16","J16\ZG\0740蓝\7","J16.0740.A.295.927","J16.0740.A.295",".927","9045","2022-11-17T05:11:08.0000000Z","3A8B0ED2F6521203FC8E304512B1D57A26FA4DF4B05D6BA3D4475910D3ACB011","","33"
"2147","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\7\J16.0740.A.295.947","J16\ZG\0740蓝\7\J16.0740.A.295.947","J16","J16\ZG\0740蓝\7","J16.0740.A.295.947","J16.0740.A.295",".947","7245","2021-03-06T02:22:14.0000000Z","8447A66B705C03526F441453C907363D959BDA4ED09B3E43CC1629A8BF082911","","33"
"2148","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\7\J16.0740.A.295.977","J16\ZG\0740蓝\7\J16.0740.A.295.977","J16","J16\ZG\0740蓝\7","J16.0740.A.295.977","J16.0740.A.295",".977","7245","2021-03-06T02:30:32.0000000Z","8FE4EDB7F043EC746A4B0CA68C6E59E4EA0D99647308196EABA4F00FD253DC2A","","33"
"2149","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\CHANG\J16.0740.A.295.919","J16\ZG\0740蓝\CHANG\J16.0740.A.295.919","J16","J16\ZG\0740蓝\CHANG","J16.0740.A.295.919","J16.0740.A.295",".919","7245","2021-03-06T02:13:26.0000000Z","44D96F7B3A9BAEDAFF76382BD14C7ABBB258B7CF3C444C0B3EC6F944D012DE1B","","37"
"2150","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\CHANG\J16.0740.A.295.922","J16\ZG\0740蓝\CHANG\J16.0740.A.295.922","J16","J16\ZG\0740蓝\CHANG","J16.0740.A.295.922","J16.0740.A.295",".922","7245","2021-03-06T02:13:48.0000000Z","6E34AADF4673D7C883F897DC09D4C93EDF1D9E50C409153DF6B9586E8A58E5AC","","37"
"2151","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\CHANG\J16.0740.A.295.925","J16\ZG\0740蓝\CHANG\J16.0740.A.295.925","J16","J16\ZG\0740蓝\CHANG","J16.0740.A.295.925","J16.0740.A.295",".925","7245","2021-03-06T02:14:02.0000000Z","8E7FECF6DFF0272B858BEF4D53C3C652252769153D3D030589090048817D197B","","37"
"2152","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\CHANG\J16.0740.A.295.929","J16\ZG\0740蓝\CHANG\J16.0740.A.295.929","J16","J16\ZG\0740蓝\CHANG","J16.0740.A.295.929","J16.0740.A.295",".929","7245","2021-03-06T02:40:58.0000000Z","163A04EEAABEEBE19C7BFB9048C82655AD7EDAACD25CE606EED5DE0662C12DF6","","37"
"2153","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\CHANG\J16.0740.A.295.933","J16\ZG\0740蓝\CHANG\J16.0740.A.295.933","J16","J16\ZG\0740蓝\CHANG","J16.0740.A.295.933","J16.0740.A.295",".933","9045","2023-01-05T05:17:38.0000000Z","35FDE3C17B067EBC303940EEA70354FCFEDEF42F48433BFB8A1472937ED5B0B9","","37"
"2154","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\CHANG\J16.0740.A.295.935","J16\ZG\0740蓝\CHANG\J16.0740.A.295.935","J16","J16\ZG\0740蓝\CHANG","J16.0740.A.295.935","J16.0740.A.295",".935","7245","2021-03-06T02:14:34.0000000Z","4DBB89C0FF3FAE06780FD640C941794561C0C64897159972DE1CD19053A08381","","37"
"2155","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0740蓝\CHANG\J16.0740.A.295.937","J16\ZG\0740蓝\CHANG\J16.0740.A.295.937","J16","J16\ZG\0740蓝\CHANG","J16.0740.A.295.937","J16.0740.A.295",".937","7245","2021-05-31T08:58:26.0000000Z","48B75F5054D40DA8579390C2060B484CB4A59058E80E875EE008165218D76CCC","","37"
"2156","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0741深灰\J16.0741.A.600.901","J16\ZG\0741深灰\J16.0741.A.600.901","J16","J16\ZG\0741深灰","J16.0741.A.600.901","J16.0741.A.600",".901","7245","2022-01-27T01:14:38.0000000Z","43D6AACEB4E3F4BB8BDD054D327EC9FBCE90C4DA00FC2C68F2743681095C66DA","","32"
"2157","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0741深灰\J16.0741.A.600.903","J16\ZG\0741深灰\J16.0741.A.600.903","J16","J16\ZG\0741深灰","J16.0741.A.600.903","J16.0741.A.600",".903","7245","2022-01-27T01:06:40.0000000Z","7D0881ADF12E652DF9ED2CC1C799C867F2CE867ECF3275C9F0317966D068DCB3","","32"
"2158","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0741深灰\J16.0741.A.600.905","J16\ZG\0741深灰\J16.0741.A.600.905","J16","J16\ZG\0741深灰","J16.0741.A.600.905","J16.0741.A.600",".905","5445","2023-10-30T06:31:18.0000000Z","F82CDA74DFB8F7290C43D78BCC197B6E8D7D98860F8232730C59B2098E12F205","","32"
"2159","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0741深灰\J16.0741.A.600.911","J16\ZG\0741深灰\J16.0741.A.600.911","J16","J16\ZG\0741深灰","J16.0741.A.600.911","J16.0741.A.600",".911","5445","2023-10-30T06:32:34.0000000Z","3D9AB2BEB90BFFF2541B65365359488ABFB4B5D8BE63E3688935FE88336E911A","","32"
"2160","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0741深灰\J16.0741.A.600.913","J16\ZG\0741深灰\J16.0741.A.600.913","J16","J16\ZG\0741深灰","J16.0741.A.600.913","J16.0741.A.600",".913","5445","2023-10-31T02:21:28.0000000Z","EC2D8C557C59EF4559ED6A46505FDB450D5504A34637FD9A6FD0E0018624D1BD","","32"
"2161","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0741深灰\J16.0741.A.600.933","J16\ZG\0741深灰\J16.0741.A.600.933","J16","J16\ZG\0741深灰","J16.0741.A.600.933","J16.0741.A.600",".933","7245","2021-03-06T01:54:54.0000000Z","D1E6345D2D80C50D24BDCEEE98DE00FF2744DE2DA98F00BBCFE4CEA7E140566B","","32"
"2162","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0741深灰\J16.0741.A.600.935","J16\ZG\0741深灰\J16.0741.A.600.935","J16","J16\ZG\0741深灰","J16.0741.A.600.935","J16.0741.A.600",".935","7245","2021-03-06T02:25:08.0000000Z","10D752AA3134C1E3F7C1548CA10E80D870F9AE73D72154F9319F54F13DE31BAD","","32"
"2163","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0741深灰\J16.0741.A.600.937","J16\ZG\0741深灰\J16.0741.A.600.937","J16","J16\ZG\0741深灰","J16.0741.A.600.937","J16.0741.A.600",".937","7245","2021-03-06T02:25:20.0000000Z","7E49E146FBDC5AA4B71C409B1233230205BA18891017DD43B9581EC08A80EA4F","","32"
"2164","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0741深灰\J16.0741.A.600.939","J16\ZG\0741深灰\J16.0741.A.600.939","J16","J16\ZG\0741深灰","J16.0741.A.600.939","J16.0741.A.600",".939","7245","2021-03-06T02:25:38.0000000Z","76B0B89B90AF60013187FFA90ABE607E3883783B8E66DABDADA5F90E1C0BA428","","32"
"2165","D:\TGY\vibecoding\delivery_offline\打码机管子汇总\J16\ZG\0741深灰\J16.0741.A.600.961","J16\ZG\0741深灰\J16.0741.A.600.961","J16","J16\ZG\0741深灰","J16.0741.A.600.961","J16.0741.A.600",".961","7245","2022-01-27T01:15:36.0000000Z","8FFD09E60B6271E9427D065CCB7037311A2300AA1B693A73671B2A305A74DB26","","32"
