"file_name","file_count","unique_hash_count","same_content_all","sample_paths"
"J11B.5314.B.815.930","4","1","YES","VJMsg\J11B.5314.B.815.930 | VJMsg\J11B钢管\5314.B.035\035\815\J11B.5314.B.815.930 | VJMsg\J11B钢管\5314.B.035\220\815\J11B.5314.B.815.930"
"J11B.6100.B.870.913","4","1","YES","VJMsg\J11B.6100.B.870.913 | VJMsg\7402.B\J11B.6100.B\J11B.6100.B.870.913 | VJMsg\J11B钢管\QL\燃油\J11B.6100.B.870.913"
"J11B.6100.B.860.909","4","2","NO","VJMsg\J11B.6100.B.860.909 | VJMsg\7402.B\J11B.6100.B\J11B.6100.B.860.909 | VJMsg\J11B钢管\QL\燃油\J11B.6100.B.860.909"
"J11B.5314.B.810.993","4","1","YES","VJMsg\J11B.5314.B.810.993 | VJMsg\J11B钢管\5314.B.035\035\810\J11B.5314.B.810.993 | VJMsg\J11B钢管\5314.B.035\220\810\J11B.5314.B.810.993"
"J11B.5314.B.815.937","4","1","YES","VJMsg\J11B.5314.B.815.937 | VJMsg\J11B钢管\5314.B.035\035\七\J11B.5314.B.815.937 | VJMsg\J11B钢管\5314.B.035\220\815\J11B.5314.B.815.937"
"J11B.5314.B.815.938","4","1","YES","VJMsg\J11B.5314.B.815.938 | VJMsg\J11B钢管\5314.B.035\035\八\J11B.5314.B.815.938 | VJMsg\J11B钢管\5314.B.035\220\815\J11B.5314.B.815.938"
"30 11.7602.5.020.907","4","1","YES","VJMsg\30 11.7602.5.020.907 | VJMsg\30 11\30 11.7601\30 11.7602.5.020.907 | VJMsg\30 11\30 11.7602\30 11.7602.5.020.907"
"J11B.5314.B.815.931","4","1","YES","VJMsg\J11B.5314.B.815.931 | VJMsg\J11B钢管\5314.B.035\035\一\J11B.5314.B.815.931 | VJMsg\J11B钢管\5314.B.035\220\815\J11B.5314.B.815.931"
"J11B.6100.B.855.907","4","2","NO","VJMsg\J11B.6100.B.855.907 | VJMsg\7402.B\J11B.6100.B\J11B.6100.B.855.907 | VJMsg\J11B钢管\QL\燃油\J11B.6100.B.855.907"
"J11B.5314.B.815.934","4","1","YES","VJMsg\J11B.5314.B.815.934 | VJMsg\J11B钢管\5314.B.035\035\四\J11B.5314.B.815.934 | VJMsg\J11B钢管\5314.B.035\220\815\J11B.5314.B.815.934"
"J11B.6100.B.870.915","4","2","NO","VJMsg\J11B.6100.B.870.915 | VJMsg\7402.B\J11B.6100.B\J11B.6100.B.870.915 | VJMsg\J11B钢管\QL\燃油\J11B.6100.B.870.915"
"J11B.5314.B.800.908","4","1","YES","VJMsg\J11B.5314.B.800.908 | VJMsg\J11B钢管\5314.B.035\035\八\J11B.5314.B.800.908 | VJMsg\J11B钢管\5314.B.035\220\800\J11B.5314.B.800.908"
"J11B.5314.B.800.909","4","1","YES","VJMsg\J11B.5314.B.800.909 | VJMsg\J11B钢管\5314.B.035\035\九\J11B.5314.B.800.909 | VJMsg\J11B钢管\5314.B.035\220\800\J11B.5314.B.800.909"
"J11B.5314.B.810.903","4","1","YES","VJMsg\J11B.5314.B.810.903 | VJMsg\J11B钢管\5314.B.035\035\三\J11B.5314.B.810.903 | VJMsg\J11B钢管\5314.B.035\220\810\J11B.5314.B.810.903"
"J11B.5314.B.800.904","4","1","YES","VJMsg\J11B.5314.B.800.904 | VJMsg\J11B钢管\5314.B.035\035\四\J11B.5314.B.800.904 | VJMsg\J11B钢管\5314.B.035\220\800\J11B.5314.B.800.904"
"J11B.5314.B.800.905","4","1","YES","VJMsg\J11B.5314.B.800.905 | VJMsg\J11B钢管\5314.B.035\035\五\J11B.5314.B.800.905 | VJMsg\J11B钢管\5314.B.035\220\800\J11B.5314.B.800.905"
"J11B.5314.B.800.907","4","1","YES","VJMsg\J11B.5314.B.800.907 | VJMsg\J11B钢管\5314.B.035\035\七\J11B.5314.B.800.907 | VJMsg\J11B钢管\5314.B.035\220\800\J11B.5314.B.800.907"
"J11B.6100.B.875.963","4","1","YES","VJMsg\J11B.6100.B.875.963 | VJMsg\7402.B\J11B.6100.B\J11B.6100.B.875.963 | VJMsg\J11B钢管\QL\燃油\J11B.6100.B.875.963"
"J11B.6100.B.875.953","4","1","YES","VJMsg\J11B.6100.B.875.953 | VJMsg\7402.B\J11B.6100.B\J11B.6100.B.875.953 | VJMsg\J11B钢管\QL\燃油\J11B.6100.B.875.953"
"J11B.6100.B.875.935","4","1","YES","VJMsg\J11B.6100.B.875.935 | VJMsg\7402.B\J11B.6100.B\J11B.6100.B.875.935 | VJMsg\J11B钢管\QL\燃油\J11B.6100.B.875.935"
"J11B.6100.B.875.971","4","1","YES","VJMsg\J11B.6100.B.875.971 | VJMsg\7402.B\J11B.6100.B\J11B.6100.B.875.971 | VJMsg\J11B钢管\QL\燃油\J11B.6100.B.875.971"
"J11B.5314.B.810.912","4","1","YES","VJMsg\J11B.5314.B.810.912 | VJMsg\J11B钢管\5314.B.035\035\810\J11B.5314.B.810.912 | VJMsg\J11B钢管\5314.B.035\220\810\J11B.5314.B.810.912"
"J11B.6100.B.875.967","4","1","YES","VJMsg\J11B.6100.B.875.967 | VJMsg\7402.B\J11B.6100.B\J11B.6100.B.875.967 | VJMsg\J11B钢管\QL\燃油\J11B.6100.B.875.967"
"J11B.5314.B.225.933","4","1","YES","VJMsg\J11B.5314.B.225.933 | VJMsg\J11B钢管\5314.B.035\035\三\J11B.5314.B.225.933 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.933"
"J11B.5314.B.325.930","4","1","YES","VJMsg\J11B.5314.B.325.930 | VJMsg\J11B钢管\5314.B.035\035\零\J11B.5314.B.325.930 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.930"
"J11B.5314.B.225.922","4","1","YES","VJMsg\J11B.5314.B.225.922 | VJMsg\J11B钢管\5314.B.035\035\二\J11B.5314.B.225.922 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.922"
"J11B.5314.B.325.931","4","1","YES","VJMsg\J11B.5314.B.325.931 | VJMsg\J11B钢管\5314.B.035\035\一\J11B.5314.B.325.931 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.931"
"30 S30.5314.1.010.904","4","1","YES","VJMsg\30 S30.5314.1.010.904 | VJMsg\30 11\30 11.5314\S30.5314\30 S30.5314.1.010.904 | VJMsg\30红牌\5314\30 S30.5314.1.010.904"
"J11B.5314.B.325.929","4","1","YES","VJMsg\J11B.5314.B.325.929 | VJMsg\J11B钢管\5314.B.035\035\九\J11B.5314.B.325.929 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.929"
"J11B.5314.B.325.922","4","1","YES","VJMsg\J11B.5314.B.325.922 | VJMsg\J11B钢管\5314.B.035\035\二\J11B.5314.B.325.922 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.922"
"J11B.5314.B.325.921","4","2","NO","VJMsg\J11B.5314.B.325.921 | VJMsg\J11B钢管\5314.B.035\035\一\J11B.5314.B.325.921 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.921"
"30 11.7810.K.810.909","4","1","YES","VJMsg\30 11.7810.K.810.909 | VJMsg\30 11\30 11.7801\815\860\30 11.7810.K.810.909 | VJMsg\30 11\30氧气管\30 11.7810.K.810.909"
"J11B.5314.B.325.928","4","1","YES","VJMsg\J11B.5314.B.325.928 | VJMsg\J11B钢管\5314.B.035\035\八\J11B.5314.B.325.928 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.928"
"J11B.5314.B.325.926","4","1","YES","VJMsg\J11B.5314.B.325.926 | VJMsg\J11B钢管\5314.B.035\035\六\J11B.5314.B.325.926 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.926"
"J11B.5314.B.325.932","4","1","YES","VJMsg\J11B.5314.B.325.932 | VJMsg\J11B钢管\5314.B.035\035\二\J11B.5314.B.325.932 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.932"
"J11B.5314.B.325.944","4","1","YES","VJMsg\J11B.5314.B.325.944 | VJMsg\J11B钢管\5314.B.035\035\四\J11B.5314.B.325.944 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.944"
"30 11.0745.K.005.923","4","1","YES","VJMsg\30 11.0745.K.005.923 | VJMsg\30 11\30 11.0740\30 11.0745.K.005.923 | VJMsg\30 11\30 直管\30 11.0745.K.005.923"
"J11B.5314.B.325.945","4","1","YES","VJMsg\J11B.5314.B.325.945 | VJMsg\J11B钢管\5314.B.035\035\五\J11B.5314.B.325.945 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.945"
"J11B.5314.B.325.949","4","1","YES","VJMsg\J11B.5314.B.325.949 | VJMsg\J11B钢管\5314.B.035\035\九\J11B.5314.B.325.949 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.949"
"J11B.5314.B.325.948","4","1","YES","VJMsg\J11B.5314.B.325.948 | VJMsg\J11B钢管\5314.B.035\035\八\J11B.5314.B.325.948 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.948"
"J11B.5314.B.325.943","4","1","YES","VJMsg\J11B.5314.B.325.943 | VJMsg\J11B钢管\5314.B.035\035\三\J11B.5314.B.325.943 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.943"
"J11B.5314.B.325.934","4","1","YES","VJMsg\J11B.5314.B.325.934 | VJMsg\J11B钢管\5314.B.035\035\四\J11B.5314.B.325.934 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.934"
"J11B.5314.B.325.933","4","1","YES","VJMsg\J11B.5314.B.325.933 | VJMsg\J11B钢管\5314.B.035\035\三\J11B.5314.B.325.933 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.933"
"J11B.5314.B.325.939","4","2","NO","VJMsg\J11B.5314.B.325.939 | VJMsg\J11B钢管\5314.B.035\035\九\J11B.5314.B.325.939 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.939"
"J11B.5314.B.225.914","4","1","YES","VJMsg\J11B.5314.B.225.914 | VJMsg\J11B钢管\5314.B.035\035\四\J11B.5314.B.225.914 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.914"
"J11B.5314.B.325.941","4","1","YES","VJMsg\J11B.5314.B.325.941 | VJMsg\J11B钢管\5314.B.035\035\一\J11B.5314.B.325.941 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.941"
"J11B.5314.B.225.960","4","1","YES","VJMsg\J11B.5314.B.225.960 | VJMsg\J11B钢管\5314.B.035\035\225\J11B.5314.B.225.960 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.960"
"J11B.5314.B.225.959","4","1","YES","VJMsg\J11B.5314.B.225.959 | VJMsg\J11B钢管\5314.B.035\035\九\J11B.5314.B.225.959 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.959"
"J11B.5314.B.225.941","4","1","YES","VJMsg\J11B.5314.B.225.941 | VJMsg\J11B钢管\5314.B.035\035\一\J11B.5314.B.225.941 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.941"
"J11B.5314.B.225.970","4","1","YES","VJMsg\J11B.5314.B.225.970 | VJMsg\J11B钢管\5314.B.035\035\零\J11B.5314.B.225.970 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.970"
"J11B.5314.B.225.968","4","1","YES","VJMsg\J11B.5314.B.225.968 | VJMsg\J11B钢管\5314.B.035\035\八\J11B.5314.B.225.968 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.968"
"J11B.5314.B.225.956","4","1","YES","VJMsg\J11B.5314.B.225.956 | VJMsg\J11B钢管\5314.B.035\035\六\J11B.5314.B.225.956 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.956"
"J11B.5314.B.225.951","4","1","YES","VJMsg\J11B.5314.B.225.951 | VJMsg\J11B钢管\5314.B.035\035\一\J11B.5314.B.225.951 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.951"
"J11B.5314.B.225.943","4","1","YES","VJMsg\J11B.5314.B.225.943 | VJMsg\J11B钢管\5314.B.035\035\225\J11B.5314.B.225.943 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.943"
"J11B.5314.B.225.952","4","1","YES","VJMsg\J11B.5314.B.225.952 | VJMsg\J11B钢管\5314.B.035\035\二\J11B.5314.B.225.952 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.952"
"J11B.5314.B.225.955","4","1","YES","VJMsg\J11B.5314.B.225.955 | VJMsg\J11B钢管\5314.B.035\035\五\J11B.5314.B.225.955 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.955"
"J11B.5314.B.225.953","4","1","YES","VJMsg\J11B.5314.B.225.953 | VJMsg\J11B钢管\5314.B.035\035\三\J11B.5314.B.225.953 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.953"
"J11B.5314.B.225.939","4","1","YES","VJMsg\J11B.5314.B.225.939 | VJMsg\J11B钢管\5314.B.035\035\九\J11B.5314.B.225.939 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.939"
"J11B.5314.B.325.913","4","1","YES","VJMsg\J11B.5314.B.325.913 | VJMsg\J11B钢管\5314.B.035\035\三\J11B.5314.B.325.913 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.913"
"J11B.5314.B.325.912","4","1","YES","VJMsg\J11B.5314.B.325.912 | VJMsg\J11B钢管\5314.B.035\035\二\J11B.5314.B.325.912 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.912"
"J11B.5314.B.325.914","4","1","YES","VJMsg\J11B.5314.B.325.914 | VJMsg\J11B钢管\5314.B.035\035\四\J11B.5314.B.325.914 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.914"
"J11B.5314.B.325.918","4","1","YES","VJMsg\J11B.5314.B.325.918 | VJMsg\J11B钢管\5314.B.035\035\八\J11B.5314.B.325.918 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.918"
"J11B.5314.B.325.917","4","1","YES","VJMsg\J11B.5314.B.325.917 | VJMsg\J11B钢管\5314.B.035\035\七\J11B.5314.B.325.917 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.917"
"J11B.5314.B.325.911","4","1","YES","VJMsg\J11B.5314.B.325.911 | VJMsg\J11B钢管\5314.B.035\035\一\J11B.5314.B.325.911 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.911"
"30 11.7810.K.810.903","4","1","YES","VJMsg\30 11.7810.K.810.903 | VJMsg\30 11\30 11.7801\815\860\30 11.7810.K.810.903 | VJMsg\30 11\30氧气管\30 11.7810.K.810.903"
"J11B.5314.B.225.934","4","1","YES","VJMsg\J11B.5314.B.225.934 | VJMsg\J11B钢管\5314.B.035\035\四\J11B.5314.B.225.934 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.934"
"30 11.7810.K.810.905","4","1","YES","VJMsg\30 11.7810.K.810.905 | VJMsg\30 11\30 11.7801\815\860\30 11.7810.K.810.905 | VJMsg\30 11\30氧气管\30 11.7810.K.810.905"
"30 11.7810.K.810.907","4","1","YES","VJMsg\30 11.7810.K.810.907 | VJMsg\30 11\30 11.7801\815\860\30 11.7810.K.810.907 | VJMsg\30 11\30氧气管\30 11.7810.K.810.907"
"J11B.5314.B.325.907","4","1","YES","VJMsg\J11B.5314.B.325.907 | VJMsg\J11B钢管\5314.B.035\035\七\J11B.5314.B.325.907 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.907"
"J11B.5314.B.905.968","4","1","YES","VJMsg\J11B.5314.B.905.968 | VJMsg\J11B钢管\5314.B.035\035\八\J11B.5314.B.905.968 | VJMsg\J11B钢管\5314.B.035\220\905\J11B.5314.B.905.968"
"J11B.5314.B.905.970","4","1","YES","VJMsg\J11B.5314.B.905.970 | VJMsg\J11B钢管\5314.B.035\035\905\J11B.5314.B.905.970 | VJMsg\J11B钢管\5314.B.035\220\905\J11B.5314.B.905.970"
"J11B.5314.B.905.962","4","1","YES","VJMsg\J11B.5314.B.905.962 | VJMsg\J11B钢管\5314.B.035\035\二\J11B.5314.B.905.962 | VJMsg\J11B钢管\5314.B.035\220\905\J11B.5314.B.905.962"
"J11B.5324.B.445.944","4","1","YES","VJMsg\J11B.5324.B.445.944 | VJMsg\J11B钢管\5324.B\445\J11B.5324.B.445.944 | VJMsg\J11B钢管\5324BQL\5324.B\445\J11B.5324.B.445.944"
"J11B.5314.B.905.955","4","1","YES","VJMsg\J11B.5314.B.905.955 | VJMsg\J11B钢管\5314.B.035\035\五\J11B.5314.B.905.955 | VJMsg\J11B钢管\5314.B.035\220\905\J11B.5314.B.905.955"
"J11B.5314.B.905.971","4","1","YES","VJMsg\J11B.5314.B.905.971 | VJMsg\J11B钢管\5314.B.035\035\905\J11B.5314.B.905.971 | VJMsg\J11B钢管\5314.B.035\220\905\J11B.5314.B.905.971"
"J11B.5324.B.445.932","4","1","YES","VJMsg\J11B.5324.B.445.932 | VJMsg\J11B钢管\5324.B\445\J11B.5324.B.445.932 | VJMsg\J11B钢管\5324BQL\5324.B\445\J11B.5324.B.445.932"
"J11B.5314.B.905.974","4","1","YES","VJMsg\J11B.5314.B.905.974 | VJMsg\J11B钢管\5314.B.035\035\四\J11B.5314.B.905.974 | VJMsg\J11B钢管\5314.B.035\220\905\J11B.5314.B.905.974"
"J11B.5324.B.445.931","4","1","YES","VJMsg\J11B.5324.B.445.931 | VJMsg\J11B钢管\5324.B\445\J11B.5324.B.445.931 | VJMsg\J11B钢管\5324BQL\5324.B\445\J11B.5324.B.445.931"
"J11B.5314.B.905.972","4","1","YES","VJMsg\J11B.5314.B.905.972 | VJMsg\J11B钢管\5314.B.035\035\905\J11B.5314.B.905.972 | VJMsg\J11B钢管\5314.B.035\220\905\J11B.5314.B.905.972"
"J11B.5314.B.905.973","4","1","YES","VJMsg\J11B.5314.B.905.973 | VJMsg\J11B钢管\5314.B.035\035\三\J11B.5314.B.905.973 | VJMsg\J11B钢管\5314.B.035\220\905\J11B.5314.B.905.973"
"J11B.5324.B.445.930","4","1","YES","VJMsg\J11B.5324.B.445.930 | VJMsg\J11B钢管\5324.B\445\J11B.5324.B.445.930 | VJMsg\J11B钢管\5324BQL\5324.B\445\J11B.5324.B.445.930"
"J11B.5314.B.905.928","4","1","YES","VJMsg\J11B.5314.B.905.928 | VJMsg\J11B钢管\5314.B.035\035\905\J11B.5314.B.905.928 | VJMsg\J11B钢管\5314.B.035\220\905\J11B.5314.B.905.928"
"J11B.5324.B.445.926","4","2","NO","VJMsg\J11B.5324.B.445.926 | VJMsg\J11B钢管\5324.B\445\J11B.5324.B.445.926 | VJMsg\J11B钢管\5324BQL\5324.B\445\J11B.5324.B.445.926"
"J11B.5314.B.905.919","4","1","YES","VJMsg\J11B.5314.B.905.919 | VJMsg\J11B钢管\5314.B.035\035\九\J11B.5314.B.905.919 | VJMsg\J11B钢管\5314.B.035\220\905\J11B.5314.B.905.919"
"30 11.5314.3.655.970","4","2","NO","VJMsg\30 11.5314.3.655.970 | VJMsg\30 11\30 11.5314\655\30 11.5314.3.655.970 | VJMsg\30 11\30 11.5314\710\30 11.5314.3.655.970"
"J11B.5324.B.445.924","4","2","NO","VJMsg\J11B.5324.B.445.924 | VJMsg\J11B钢管\5324.B\445\J11B.5324.B.445.924 | VJMsg\J11B钢管\5324BQL\5324.B\445\J11B.5324.B.445.924"
"J11B.5324.B.445.952","4","1","YES","VJMsg\J11B.5324.B.445.952 | VJMsg\J11B钢管\5324.B\445\J11B.5324.B.445.952 | VJMsg\J11B钢管\5324BQL\5324.B\445\J11B.5324.B.445.952"
"J11B.5324.B.445.929","4","1","YES","VJMsg\J11B.5324.B.445.929 | VJMsg\J11B钢管\5324.B\445\J11B.5324.B.445.929 | VJMsg\J11B钢管\5324BQL\5324.B\445\J11B.5324.B.445.929"
"J11B.5324.B.325.952","4","1","YES","VJMsg\J11B.5324.B.325.952 | VJMsg\J11B钢管\5324.B\325\J11B.5324.B.325.952 | VJMsg\J11B钢管\5324BQL\5324.B\325\J11B.5324.B.325.952"
"J11B.5314.B.905.930","4","1","YES","VJMsg\J11B.5314.B.905.930 | VJMsg\J11B钢管\5314.B.035\035\905\J11B.5314.B.905.930 | VJMsg\J11B钢管\5314.B.035\220\905\J11B.5314.B.905.930"
"J11B.5324.B.325.962","4","1","YES","VJMsg\J11B.5324.B.325.962 | VJMsg\J11B钢管\5324.B\325\J11B.5324.B.325.962 | VJMsg\J11B钢管\5324BQL\5324.B\325\J11B.5324.B.325.962"
"J11B.5324.B.445.950","4","1","YES","VJMsg\J11B.5324.B.445.950 | VJMsg\J11B钢管\5324.B\445\J11B.5324.B.445.950 | VJMsg\J11B钢管\5324BQL\5324.B\445\J11B.5324.B.445.950"
"J11B.5314.B.225.902","4","1","YES","VJMsg\J11B.5314.B.225.902 | VJMsg\J11B钢管\5314.B.035\035\二\J11B.5314.B.225.902 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.902"
"J11B.5314.B.225.903","4","1","YES","VJMsg\J11B.5314.B.225.903 | VJMsg\J11B钢管\5314.B.035\035\三\J11B.5314.B.225.903 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.903"
"J11B.5314.B.325.957","4","1","YES","VJMsg\J11B.5314.B.325.957 | VJMsg\J11B钢管\5314.B.035\035\七\J11B.5314.B.325.957 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.957"
"J11B.5324.B.445.941","4","1","YES","VJMsg\J11B.5324.B.445.941 | VJMsg\J11B钢管\5324.B\445\J11B.5324.B.445.941 | VJMsg\J11B钢管\5324BQL\5324.B\445\J11B.5324.B.445.941"
"J11B.5314.B.325.959","4","1","YES","VJMsg\J11B.5314.B.325.959 | VJMsg\J11B钢管\5314.B.035\035\九\J11B.5314.B.325.959 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.959"
"J11B.5314.B.225.904","4","1","YES","VJMsg\J11B.5314.B.225.904 | VJMsg\J11B钢管\5314.B.035\035\四\J11B.5314.B.225.904 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.904"
"J11B.5314.B.325.952","4","1","YES","VJMsg\J11B.5314.B.325.952 | VJMsg\J11B钢管\5314.B.035\035\二\J11B.5314.B.325.952 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.952"
"J11B.5314.B.325.950","4","1","YES","VJMsg\J11B.5314.B.325.950 | VJMsg\J11B钢管\5314.B.035\035\零\J11B.5314.B.325.950 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.950"
"J11B.5314.B.325.953","4","1","YES","VJMsg\J11B.5314.B.325.953 | VJMsg\J11B钢管\5314.B.035\035\三\J11B.5314.B.325.953 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.953"
"J11B.5314.B.225.913","4","1","YES","VJMsg\J11B.5314.B.225.913 | VJMsg\J11B钢管\5314.B.035\035\三\J11B.5314.B.225.913 | VJMsg\J11B钢管\5314.B.035\220\225\J11B.5314.B.225.913"
"J11B.5314.B.325.954","4","1","YES","VJMsg\J11B.5314.B.325.954 | VJMsg\J11B钢管\5314.B.035\035\四\J11B.5314.B.325.954 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.954"
"J11B.5314.B.325.960","4","1","YES","VJMsg\J11B.5314.B.325.960 | VJMsg\J11B钢管\5314.B.035\035\零\J11B.5314.B.325.960 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.960"
"J11B.5314.B.330.912","4","1","YES","VJMsg\J11B.5314.B.330.912 | VJMsg\J11B钢管\5314.B.035\035\二\J11B.5314.B.330.912 | VJMsg\J11B钢管\5314.B.035\220\330\J11B.5314.B.330.912"
"J11B.5314.B.330.911","4","1","YES","VJMsg\J11B.5314.B.330.911 | VJMsg\J11B钢管\5314.B.035\035\一\J11B.5314.B.330.911 | VJMsg\J11B钢管\5314.B.035\220\330\J11B.5314.B.330.911"
"J11B.5314.B.330.930","4","1","YES","VJMsg\J11B.5314.B.330.930 | VJMsg\J11B钢管\5314.B.035\035\零\J11B.5314.B.330.930 | VJMsg\J11B钢管\5314.B.035\220\330\J11B.5314.B.330.930"
"J11B.5324.B.325.959","4","1","YES","VJMsg\J11B.5324.B.325.959 | VJMsg\J11B钢管\5324.B\325\J11B.5324.B.325.959 | VJMsg\J11B钢管\5324BQL\5324.B\325\J11B.5324.B.325.959"
"J11B.5314.B.330.951","4","1","YES","VJMsg\J11B.5314.B.330.951 | VJMsg\J11B钢管\5314.B.035\035\一\J11B.5314.B.330.951 | VJMsg\J11B钢管\5314.B.035\220\330\J11B.5314.B.330.951"
"J11B.5314.B.330.906","4","1","YES","VJMsg\J11B.5314.B.330.906 | VJMsg\J11B钢管\5314.B.035\035\六\J11B.5314.B.330.906 | VJMsg\J11B钢管\5314.B.035\220\330\J11B.5314.B.330.906"
"J11B.5314.B.030.925","4","2","NO","VJMsg\J11B.5314.B.030.925 | VJMsg\J11B钢管\5314.B.035\035\五\J11B.5314.B.030.925 | VJMsg\J11B钢管\5314.B.035\220\J11B.5314.B.030\J11B.5314.B.030.925"
"J11B.5314.B.325.961","4","1","YES","VJMsg\J11B.5314.B.325.961 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.961 | VJMsg\J11B钢管\5314.B.035\325\J11B.5314.B.325.961"
"J11B.5314.B.030.926","4","2","NO","VJMsg\J11B.5314.B.030.926 | VJMsg\J11B钢管\5314.B.035\035\六\J11B.5314.B.030.926 | VJMsg\J11B钢管\5314.B.035\220\J11B.5314.B.030\J11B.5314.B.030.926"
"J11B.5314.B.330.905","4","1","YES","VJMsg\J11B.5314.B.330.905 | VJMsg\J11B钢管\5314.B.035\035\五\J11B.5314.B.330.905 | VJMsg\J11B钢管\5314.B.035\220\330\J11B.5314.B.330.905"
"J11B.5314.B.325.963","4","1","YES","VJMsg\J11B.5314.B.325.963 | VJMsg\J11B钢管\5314.B.035\035\三\J11B.5314.B.325.963 | VJMsg\J11B钢管\5314.B.035\220\325\J11B.5314.B.325.963"
"J11B.5314.B.720.927","4","1","YES","VJMsg\J11B.5314.B.720.927 | VJMsg\J11B钢管\5314.B.035\035\七\J11B.5314.B.720.927 | VJMsg\J11B钢管\5314.B.035\220\720\J11B.5314.B.720.927"
"J11B.5314.B.335.908","4","1","YES","VJMsg\J11B.5314.B.335.908 | VJMsg\J11B钢管\5314.B.035\035\八\J11B.5314.B.335.908 | VJMsg\J11B钢管\5314.B.035\220\335\J11B.5314.B.335.908"
"J11BS.7420.A.060.995","4","1","YES","VJMsg\J11BS.7420.A.060.995 | VJMsg\J11BS.7420.A\J11BS.7420.A.060.995 | VJMsg\J11BS.7420.A\7402.A\J11BS.7420.A.060.995"
"J11BS.7420.A.060.994","4","1","YES","VJMsg\J11BS.7420.A.060.994 | VJMsg\J11BS.7420.A\J11BS.7420.A.060.994 | VJMsg\J11BS.7420.A\7402.A\J11BS.7420.A.060.994"
"J11B.5314.B.330.996","4","1","YES","VJMsg\J11B.5314.B.330.996 | VJMsg\J11B钢管\5314.B.035\035\六\J11B.5314.B.330.996 | VJMsg\J11B钢管\5314.B.035\220\330\J11B.5314.B.330.996"
"J11B.5314.B.335.905","4","1","YES","VJMsg\J11B.5314.B.335.905 | VJMsg\J11B钢管\5314.B.035\035\五\J11B.5314.B.335.905 | VJMsg\J11B钢管\5314.B.035\220\335\J11B.5314.B.335.905"
